jid,hcbc,sfd,mdd,fcsj,dzsj
240001049,G308,娜市,大冶市,1577721600,1577980800
840001050,E985,荣县,静县,1577721600,1577980800
540001051,Y024,合肥县,桂芝市,1577721600,1577980800
740001052,C567,济南市,利县,1577721600,1577980800
540001053,L457,飞县,福州市,1577721600,1577980800
340001054,L652,健县,马鞍山县,1577721600,1577980800
340001055,Z561,合肥市,芳县,1577721600,1577980800
640001056,S423,昆明市,瑜县,1577721600,1577980800
240001057,S332,凤兰市,海门市,1577721600,1577980800
140001058,R559,玲市,六安市,1577721600,1577980800
940001059,E309,鹏市,澳门市,1577721600,1577980800
340001060,H083,健市,合山县,1577721600,1577980800
740001061,S054,郑州县,春梅县,1577721600,1577980800
940001062,T282,关岭县,嘉禾市,1577721600,1577980800
140001063,H941,颖市,梧州县,1577721600,1577980800
540001064,H624,琴县,秀荣市,1577721600,1577980800
440001065,T705,秀华市,兴城县,1577721600,1577980800
740001066,R481,琴县,济南县,1577721600,1577980800
640001067,R793,南京市,博县,1577721600,1577980800
640001068,S190,南宁市,大冶市,1577721600,1577980800
840001069,A807,建平县,北镇市,1577721600,1577980800
640001070,Y281,深圳县,琴市,1577721600,1577980800
640001071,N410,欣县,莹市,1577721600,1577980800
640001072,E838,荆门市,健县,1577721600,1577980800
640001073,R014,秀珍县,淑华县,1577721600,1577980800
140001074,Z901,玉华市,天津市,1577721600,1577980800
440001075,E595,济南市,深圳县,1577721600,1577980800
840001076,H625,婷县,桂芳县,1577721600,1577980800
640001077,G930,柳州县,磊市,1577721600,1577980800
940001078,S065,阜新县,巢湖县,1577721600,1577980800
840001079,G361,伟县,瑜县,1577721600,1577980800
340001080,E466,邯郸市,广州县,1577721600,1577980800
540001081,Y372,南昌县,秀云县,1577721600,1577980800
140001082,R680,海口县,杭州县,1577721600,1577980800
240001084,G765,桂兰县,静县,1577721600,1577980800
640001085,C954,银川县,颖县,1577721600,1577980800
840001086,K299,呼和浩特县,兰州县,1577721600,1577980800
740001087,N802,慧市,贵阳县,1577721600,1577980800
740001088,T055,雪市,强县,1577721600,1577980800
540001089,K151,伟县,成都县,1577721600,1577980800
640001090,D284,上海县,琴县,1577721600,1577980800
140001091,S296,坤县,淑珍县,1577721600,1577980800
540001092,A095,成县,琳县,1577721600,1577980800
340001094,N936,凤英市,合山县,1577721600,1577980800
740001095,E384,林市,秀荣市,1577721600,1577980800
740001097,L498,红霞市,南京市,1577721600,1577980800
240001098,T807,重庆县,澳门市,1577721600,1577980800
840001099,Z202,瑜县,莹县,1577721600,1577980800
440001100,T628,大冶市,慧县,1577721600,1577980800
240001101,T637,秀荣县,关岭县,1577721600,1577980800
940001103,Z545,昆明市,云市,1577721600,1577980800
740001104,R399,长春县,丽丽县,1577721600,1577980800
140001105,G511,欢县,秀华县,1577721600,1577980800
140001106,R690,兰英市,宜都市,1577721600,1577980800
640001107,S753,鑫县,西安市,1577721600,1577980800
240001108,A334,桂英市,上海县,1577721600,1577980800
740001109,G304,畅市,浩县,1577721600,1577980800
240001110,G002,淑华市,平市,1577721600,1577980800
840001111,H368,荆门市,合山市,1577721600,1577980800
540001112,R021,马鞍山县,宁市,1577721600,1577980800
640001113,Y555,林市,宇县,1577721600,1577980800
240001114,S548,梧州县,志强县,1577721600,1577980800
240001115,R698,长春县,桂芝县,1577721600,1577980800
540001116,G491,秀英县,长沙市,1577721600,1577980800
140001117,C591,建平市,哈尔滨市,1577721600,1577980800
640001118,T328,济南市,台北市,1577721600,1577980800
440001119,Z297,长沙市,桂珍市,1577721600,1577980800
140001120,L945,西安市,汕尾市,1577721600,1577980800
140001121,G798,佳县,辛集市,1577721600,1577980800
940001122,E339,桂英县,红梅市,1577721600,1577980800
540001123,G775,海燕县,成市,1577721600,1577980800
540001124,C556,太原县,拉萨市,1577721600,1577980800
140001125,N856,齐齐哈尔县,金凤县,1577721600,1577980800
340001126,A814,齐齐哈尔市,嘉禾县,1577721600,1577980800
940001127,D721,岩县,上海县,1577721600,1577980800
140001128,A920,阳市,梧州县,1577721600,1577980800
740001129,G248,长春市,婷婷县,1577721600,1577980800
540001130,Y280,春梅县,西宁市,1577721600,1577980800
240001131,A127,香港县,潜江市,1577721600,1577980800
440001132,R298,福州市,梧州市,1577721600,1577980800
440001133,C925,淑华县,惠州县,1577721600,1577980800
340001134,Z632,巢湖市,北镇市,1577721600,1577980800
840001135,C736,柳州县,冬梅县,1577721600,1577980800
140001136,Z653,峰县,长沙县,1577721600,1577980800
440001137,H185,石家庄县,婷市,1577721600,1577980800
240001138,N601,涛市,瑞市,1577721600,1577980800
540001139,T432,燕市,玉县,1577721600,1577980800
440001140,H680,阜新市,红霞县,1577721600,1577980800
540001141,A919,桂兰县,秀英市,1577721600,1577980800
540001142,A561,鹏市,秀英县,1577721600,1577980800
640001143,Z235,红县,哈尔滨县,1577721600,1577980800
940001144,R271,梅市,哈尔滨市,1577721600,1577980800
440001146,L914,建军县,淑华市,1577721600,1577980800
940001148,Y410,深圳市,通辽县,1577721600,1577980800
940001149,Z234,长春县,健市,1577721600,1577980800
640001150,G570,晶县,建平县,1577721600,1577980800
740001152,D457,宁德市,凯市,1577721600,1577980800
640001153,D408,南宁县,辛集县,1577721600,1577980800
540001154,A757,呼和浩特县,杭州县,1577721600,1577980800
140001155,Z666,惠州市,凤兰市,1577721600,1577980800
640001156,N659,武汉市,北镇县,1577721600,1577980800
240001157,G692,台北市,大冶县,1577721600,1577980800
740001158,H478,合肥县,贵阳县,1577721600,1577980800
240001159,C295,秀兰市,涛市,1577721600,1577980800
340001160,L962,济南县,凤兰县,1577721600,1577980800
140001161,R636,建国市,龙市,1577721600,1577980800
140001162,S002,璐市,六安县,1577721600,1577980800
340001163,H028,鑫县,宜都县,1577721600,1577980800
940001164,T087,晶县,建平市,1577721600,1577980800
540001165,Z754,晶县,建华县,1577721600,1577980800
940001166,Z484,杭州市,雪梅县,1577721600,1577980800
640001167,Z343,晨县,文市,1577721600,1577980800
340001168,D968,辽阳县,辛集县,1577721600,1577980800
440001169,G735,齐齐哈尔市,雪梅县,1577721600,1577980800
340001170,H033,浩县,沈阳县,1577721600,1577980800
840001171,K102,桂芳县,澳门县,1577721600,1577980800
740001172,H471,建国县,坤市,1577721600,1577980800
940001174,G691,凤兰市,海门县,1577721600,1577980800
840001176,L058,长沙县,飞市,1577721600,1577980800
440001177,G871,秀荣市,丽娟市,1577721600,1577980800
240001178,D923,福州市,沈阳市,1577721600,1577980800
840001179,Y693,兰英市,宇市,1577721600,1577980800
540001180,T217,巢湖县,合山市,1577721600,1577980800
540001181,Y185,长沙县,丽市,1577721600,1577980800
640001182,T187,潮州市,长春市,1577721600,1577980800
540001183,L713,霞县,欣县,1577721600,1577980800
740001184,L130,利市,楠县,1577721600,1577980800
840001185,Y067,广州县,志强县,1577721600,1577980800
640001186,Y523,汕尾市,秀云市,1577721600,1577980800
340001187,G000,长沙市,秀芳县,1577721600,1577980800
440001188,C031,北京县,玉华市,1577721600,1577980800
340001189,T036,太原县,武汉县,1577721600,1577980800
640001190,C034,瑞市,长春市,1577721600,1577980800
240001191,Y251,丹市,桂兰县,1577721600,1577980800
240001192,H220,兴城市,秀荣市,1577721600,1577980800
140001193,H756,娜县,深圳市,1577721600,1577980800
840001194,A431,桂花市,颖县,1577721600,1577980800
540001195,K799,秀荣县,璐市,1577721600,1577980800
540001196,K090,宇市,兴城市,1577721600,1577980800
140001197,Y402,英市,欣市,1577721600,1577980800
540001198,E255,海燕县,通辽县,1577721600,1577980800
840001199,R205,海门市,合山县,1577721600,1577980800
740001200,K706,杭州县,丽市,1577721600,1577980800
540001201,H840,淑兰县,兴安盟市,1577721600,1577980800
740001202,Z095,宁德市,宇县,1577721600,1577980800
540001203,R433,博县,淑兰县,1577721600,1577980800
940001204,Y838,邯郸县,利市,1577721600,1577980800
340001205,H235,桂花市,建华市,1577721600,1577980800
740001207,N046,秀华市,霞县,1577721600,1577980800
640001208,H517,沈阳县,淑兰市,1577721600,1577980800
540001209,K473,阳县,哈尔滨县,1577721600,1577980800
640001210,G008,梧州市,宇县,1577721600,1577980800
940001211,E633,红梅县,玉兰县,1577721600,1577980800
240001212,R953,飞县,深圳市,1577721600,1577980800
640001213,N436,桂芝县,秀梅市,1577721600,1577980800
640001214,Z156,兴城县,巢湖市,1577721600,1577980800
940001215,G637,长春县,丹县,1577721600,1577980800
140001216,H687,玉华市,鹏市,1577721600,1577980800
340001217,Y883,红梅市,英县,1577721600,1577980800
540001219,H054,秀珍县,合山县,1577721600,1577980800
440001220,T751,郑州县,敏县,1577721600,1577980800
340001221,H157,林县,通辽县,1577721600,1577980800
440001222,E212,莹市,平市,1577721600,1577980800
640001223,Z817,银川市,建市,1577721600,1577980800
940001224,Y959,云市,张家港县,1577721600,1577980800
540001225,Z638,秀珍市,涛县,1577721600,1577980800
740001226,A354,秀兰市,洁市,1577721600,1577980800
640001227,L602,南昌市,畅县,1577721600,1577980800
540001228,Y378,张家港县,刚市,1577721600,1577980800
840001229,Z760,秀荣县,娟市,1577721600,1577980800
840001230,C929,乌鲁木齐市,深圳市,1577721600,1577980800
840001231,S771,旭县,莹市,1577721600,1577980800
540001232,D404,佳市,哈尔滨县,1577721600,1577980800
740001233,Z452,婷市,马鞍山市,1577721600,1577980800
940001234,E941,大冶市,玉兰县,1577721600,1577980800
740001235,E925,秀兰县,合山县,1577721600,1577980800
340001236,C663,东市,梅市,1577721600,1577980800
440001237,E128,张家港市,上海市,1577721600,1577980800
540001238,S735,璐县,巢湖县,1577721600,1577980800
540001239,Z429,贵阳市,杭州县,1577721600,1577980800
240001240,S211,西宁市,晨县,1577721600,1577980800
140001241,H800,南宁县,平市,1577721600,1577980800
940001242,Y273,玉市,兴城县,1577721600,1577980800
740001243,L243,南京市,西安市,1577721600,1577980800
740001244,L205,淑英县,广州县,1577721600,1577980800
840001245,T179,张家港市,郑州县,1577721600,1577980800
340001246,T108,刚县,晨县,1577721600,1577980800
640001247,N940,合肥县,红梅市,1577721600,1577980800
240001248,S369,丽娟县,楠县,1577721600,1577980800
140001249,C375,北京县,淑珍县,1577721600,1577980800
740001250,Z564,海口县,南京市,1577721600,1577980800
940001251,D911,峰县,霞县,1577721600,1577980800
140001252,S185,斌市,明市,1577721600,1577980800
840001253,E506,宁县,马鞍山市,1577721600,1577980800
640001254,G878,桂荣市,秀华县,1577721600,1577980800
440001256,L453,飞市,英县,1577721600,1577980800
240001259,A655,太原县,莹市,1577721600,1577980800
340001260,H612,辉县,桂英市,1577721600,1577980800
240001261,C741,丽华市,桂芳市,1577721600,1577980800
440001262,D057,海门县,梧州市,1577721600,1577980800
240001264,Z167,福州市,玉英县,1577721600,1577980800
840001265,T083,大冶县,雪梅市,1577721600,1577980800
140001266,Y738,建市,波市,1577721600,1577980800
740001267,K767,辉市,建国市,1577721600,1577980800
540001268,H166,玉华县,洋县,1577721600,1577980800
640001270,A646,成都市,兴安盟县,1577721600,1577980800
440001271,L642,兴城县,潜江县,1577721600,1577980800
840001272,N962,鹏市,沈阳县,1577721600,1577980800
140001274,E292,阳市,倩市,1577721600,1577980800
740001275,D209,洁市,超县,1577721600,1577980800
540001276,A012,阳县,涛市,1577721600,1577980800
340001277,S844,建华县,玉英县,1577721600,1577980800
540001278,Z485,拉萨县,永安市,1577721600,1577980800
440001279,R441,军县,春梅市,1577721600,1577980800
340001280,R178,欢市,建华县,1577721600,1577980800
540001281,D373,红县,建军县,1577721600,1577980800
940001282,Z624,玉市,玉兰市,1577721600,1577980800
140001283,Z231,哈尔滨县,涛市,1577721600,1577980800
540001284,K697,长沙市,兵市,1577721600,1577980800
740001285,Y852,上海县,成都市,1577721600,1577980800
740001286,S258,惠州市,岩市,1577721600,1577980800
840001287,D942,辽阳县,欢市,1577721600,1577980800
940001288,H374,凤兰市,峰县,1577721600,1577980800
640001289,Y499,建军市,杭州市,1577721600,1577980800
940001290,R591,梧州市,婷县,1577721600,1577980800
640001291,A840,兵县,凤兰县,1577721600,1577980800
740001292,D682,台北县,红梅市,1577721600,1577980800
840001293,C585,浩县,辉县,1577721600,1577980800
640001294,N838,文县,杰市,1577721600,1577980800
440001296,E503,合肥市,琴县,1577721600,1577980800
540001297,G135,静市,明县,1577721600,1577980800
240001298,Z032,荣市,秀英县,1577721600,1577980800
440001299,G243,西安县,兵市,1577721600,1577980800
840001300,H232,佳市,桂英县,1577721600,1577980800
340001301,D301,建国县,辽阳市,1577721600,1577980800
140001302,G936,金凤县,淑珍市,1577721600,1577980800
540001303,N690,斌市,华市,1577721600,1577980800
440001304,G098,林县,辛集县,1577721600,1577980800
240001305,H545,天津县,桂兰市,1577721600,1577980800
940001307,L777,西安县,霞市,1577721600,1577980800
840001308,H617,福州市,凯市,1577721600,1577980800
440001309,T197,洁市,燕县,1577721600,1577980800
440001310,L737,齐齐哈尔县,桂荣县,1577721600,1577980800
840001311,R842,银川市,沈阳市,1577721600,1577980800
440001312,S889,静市,巢湖市,1577721600,1577980800
640001313,R304,伟市,阳市,1577721600,1577980800
140001314,G932,飞县,关岭县,1577721600,1577980800
940001316,N252,深圳县,凯县,1577721600,1577980800
340001317,S132,婷县,广州市,1577721600,1577980800
540001318,K098,想县,重庆市,1577721600,1577980800
940001319,H082,长春县,岩市,1577721600,1577980800
240001320,D984,郑州县,银川市,1577721600,1577980800
240001321,Y165,辉市,潮州市,1577721600,1577980800
840001322,R069,福州市,宁县,1577721600,1577980800
840001323,L452,勇市,芳县,1577721600,1577980800
240001324,H762,兰州市,磊市,1577721600,1577980800
440001325,K936,福州市,北京市,1577721600,1577980800
540001326,Y843,东县,齐齐哈尔市,1577721600,1577980800
540001327,C277,旭市,志强县,1577721600,1577980800
340001328,K714,玉华县,淑华市,1577721600,1577980800
840001329,Y771,宁德县,飞县,1577721600,1577980800
440001330,G674,兴安盟市,齐齐哈尔县,1577721600,1577980800
740001331,D947,潮州县,北镇县,1577721600,1577980800
940001332,H527,大冶市,张家港县,1577721600,1577980800
140001333,Z909,秀云市,淮安市,1577721600,1577980800
940001335,K163,军市,玉珍县,1577721600,1577980800
340001336,Y093,琴市,丽丽县,1577721600,1577980800
940001337,C849,马鞍山市,淑英市,1577721600,1577980800
440001338,D089,凯县,超市,1577721600,1577980800
140001341,G958,俊市,玲市,1577721600,1577980800
440001343,G509,斌县,佛山县,1577721600,1577980800
740001344,N342,香港市,琴市,1577721600,1577980800
840001346,C980,俊县,巢湖市,1577721600,1577980800
740001347,A736,武汉县,澳门市,1577721600,1577980800
240001348,E753,秀梅县,大冶县,1577721600,1577980800
740001349,S530,香港市,乌鲁木齐市,1577721600,1577980800
940001350,Y335,建国市,超市,1577721600,1577980800
840001351,Y053,广州市,建华市,1577721600,1577980800
440001352,E175,兰英市,芳县,1577721600,1577980800
640001353,T429,兵县,欣县,1577721600,1577980800
340001354,T267,桂花市,桂芳市,1577721600,1577980800
640001355,D906,婷市,婷婷市,1577721600,1577980800
540001356,Z786,桂香县,玉华市,1577721600,1577980800
240001357,R379,帅县,上海市,1577721600,1577980800
340001358,S539,海门县,北镇市,1577721600,1577980800
540001359,C636,荣县,帆市,1577721600,1577980800
340001360,Z953,武汉市,英市,1577721600,1577980800
940001361,D990,通辽县,文县,1577721600,1577980800
240001362,T113,巢湖市,帆县,1577721600,1577980800
140001363,G987,婷婷县,太原县,1577721600,1577980800
440001364,C332,哈尔滨县,合山市,1577721600,1577980800
540001365,G935,北京县,海口县,1577721600,1577980800
140001366,E580,辉县,兵县,1577721600,1577980800
840001367,Y347,贵阳县,玉兰市,1577721600,1577980800
440001368,K626,杰县,海燕市,1577721600,1577980800
440001369,C434,拉萨市,琴县,1577721600,1577980800
140001370,A239,银川市,淑珍县,1577721600,1577980800
340001371,N069,宜都市,东莞县,1577721600,1577980800
440001372,G739,嘉禾市,惠州县,1577721600,1577980800
440001374,C244,杭州市,辽阳县,1577721600,1577980800
240001375,S140,六盘水县,昆明县,1577721600,1577980800
240001376,S898,潜江市,强市,1577721600,1577980800
240001377,K820,秀荣市,瑞县,1577721600,1577980800
340001378,D218,燕市,淑华县,1577721600,1577980800
240001379,E480,哈尔滨县,帅县,1577721600,1577980800
640001380,N418,晶市,桂英市,1577721600,1577980800
540001381,C311,荆门市,阜新市,1577721600,1577980800
240001382,Z819,拉萨市,深圳市,1577721600,1577980800
640001383,N127,东莞县,澳门市,1577721600,1577980800
440001384,A602,兴城县,洁县,1577721600,1577980800
640001385,N917,阳县,济南县,1577721600,1577980800
540001386,K448,福州市,晶市,1577721600,1577980800
840001387,G334,玉珍县,成市,1577721600,1577980800
740001389,N737,哈尔滨市,想县,1577721600,1577980800
240001390,G029,雷市,太原市,1577721600,1577980800
240001391,Z012,畅市,磊市,1577721600,1577980800
840001392,A726,南昌县,红霞市,1577721600,1577980800
340001393,Y786,昆明市,成县,1577721600,1577980800
740001394,D358,亮市,宇市,1577721600,1577980800
540001395,Z649,台北市,武汉县,1577721600,1577980800
540001396,N095,兵市,重庆县,1577721600,1577980800
940001398,D157,金凤县,香港市,1577721600,1577980800
140001399,C682,玉县,健市,1577721600,1577980800
140001400,N754,上海市,沈阳市,1577721600,1577980800
940001401,H164,呼和浩特县,帅市,1577721600,1577980800
240001402,D355,梧州县,巢湖市,1577721600,1577980800
540001403,K240,敏市,台北县,1577721600,1577980800
740001404,G714,通辽县,斌县,1577721600,1577980800
840001405,Y956,六盘水市,通辽市,1577721600,1577980800
140001406,A348,宇市,伟市,1577721600,1577980800
940001408,T431,静市,莹县,1577721600,1577980800
940001409,C127,丽娟县,石家庄县,1577721600,1577980800
340001411,A241,坤市,汕尾县,1577721600,1577980800
240001413,S706,南宁县,龙县,1577721600,1577980800
440001414,Z504,南京市,莉市,1577721600,1577980800
440001415,D827,香港市,瑜县,1577721600,1577980800
940001416,G188,利县,坤市,1577721600,1577980800
940001417,H036,彬市,荆门市,1577721600,1577980800
540001418,Z735,北京县,南宁市,1577721600,1577980800
840001419,D628,玉华市,哈尔滨县,1577721600,1577980800
240001420,S380,娟市,建国市,1577721600,1577980800
740001422,N884,银川市,东莞县,1577721600,1577980800
640001423,E883,辽阳县,龙县,1577721600,1577980800
640001424,A944,齐齐哈尔市,娜县,1577721600,1577980800
340001425,T273,乌鲁木齐县,冬梅县,1577721600,1577980800
840001426,L421,斌市,沈阳县,1577721600,1577980800
340001427,K627,澳门县,军县,1577721600,1577980800
540001428,G542,宁市,广州县,1577721600,1577980800
840001429,N758,东市,霞县,1577721600,1577980800
940001430,A335,梧州县,太原县,1577721600,1577980800
140001431,T218,阜新县,桂芝市,1577721600,1577980800
940001432,C515,成市,丹县,1577721600,1577980800
240001434,G458,颖县,石家庄县,1577721600,1577980800
140001435,R103,婷市,邯郸县,1577721600,1577980800
940001436,C592,建国县,西宁县,1577721600,1577980800
840001437,G245,杭州市,成都县,1577721600,1577980800
240001438,D776,平市,鑫市,1577721600,1577980800
840001440,C192,宇县,海口市,1577721600,1577980800
840001441,Z430,冬梅市,北京市,1577721600,1577980800
740001442,N260,兴城县,玉县,1577721600,1577980800
340001443,H432,凤英市,合肥县,1577721600,1577980800
940001444,S607,潜江县,旭县,1577721600,1577980800
840001445,H113,南昌县,娜市,1577721600,1577980800
640001446,K055,通辽县,台北市,1577721600,1577980800
540001447,A572,佛山市,欣市,1577721600,1577980800
840001448,L775,深圳市,长春县,1577721600,1577980800
340001449,S432,哈尔滨县,阜新市,1577721600,1577980800
340001450,Y656,南京县,马鞍山市,1577721600,1577980800
540001451,R848,浩县,兰英市,1577721600,1577980800
640001453,H163,武汉市,淑华县,1577721600,1577980800
940001455,D055,淑兰市,欣县,1577721600,1577980800
940001456,A812,梧州市,辽阳县,1577721600,1577980800
840001457,D696,石家庄县,玉兰市,1577721600,1577980800
140001458,C689,雷县,合山市,1577721600,1577980800
840001459,R396,宇市,桂香市,1577721600,1577980800
440001460,R182,小红县,香港市,1577721600,1577980800
540001461,G158,嘉禾市,哈尔滨市,1577721600,1577980800
540001462,N960,旭市,建市,1577721600,1577980800
640001463,A902,桂兰县,潮州县,1577721600,1577980800
840001464,T420,建平县,畅市,1577721600,1577980800
340001465,E644,合山市,璐县,1577721600,1577980800
140001466,R531,刚县,成都县,1577721600,1577980800
640001467,S455,台北市,英市,1577721600,1577980800
140001468,L162,辉市,丹县,1577721600,1577980800
240001469,G285,汕尾县,通辽市,1577721600,1577980800
640001470,N503,玉英市,楠县,1577721600,1577980800
440001471,Y236,南京市,桂芝县,1577721600,1577980800
940001472,G238,长沙市,秀梅县,1577721600,1577980800
840001473,Y116,峰县,汕尾县,1577721600,1577980800
140001474,D610,南昌市,英县,1577721600,1577980800
540001475,R158,金凤市,太原县,1577721600,1577980800
440001476,N725,海门县,兴城县,1577721600,1577980800
240001477,A286,惠州县,上海市,1577721600,1577980800
340001478,Y725,建军市,邯郸市,1577721600,1577980800
940001479,K505,红市,深圳县,1577721600,1577980800
340001480,E019,杰县,帅市,1577721600,1577980800
240001481,N726,建市,桂香县,1577721600,1577980800
240001482,C499,潜江市,鑫县,1577721600,1577980800
240001484,D764,莉县,伟县,1577721600,1577980800
840001485,S836,马鞍山市,娜县,1577721600,1577980800
640001486,L407,兴城市,红梅市,1577721600,1577980800
240001487,Z154,南京县,玉梅市,1577721600,1577980800
740001488,G634,长沙县,杭州县,1577721600,1577980800
240001489,N047,马鞍山市,雪市,1577721600,1577980800
140001490,Z580,健县,关岭市,1577721600,1577980800
240001491,A550,秀华市,凯市,1577721600,1577980800
640001493,D473,平市,张家港市,1577721600,1577980800
640001494,Y412,关岭市,汕尾县,1577721600,1577980800
840001495,T419,汕尾县,柳州县,1577721600,1577980800
540001496,Z414,超市,慧市,1577721600,1577980800
440001497,N132,宜都市,玲县,1577721600,1577980800
940001498,T944,辛集县,建平县,1577721600,1577980800
940001499,T118,天津县,通辽县,1577721600,1577980800
640001501,D258,兵县,南京县,1577721600,1577980800
940001502,Z470,娟县,齐齐哈尔县,1577721600,1577980800
140001503,G383,利县,鹏县,1577721600,1577980800
140001504,S800,芳市,磊市,1577721600,1577980800
240001505,H331,畅县,澳门市,1577721600,1577980800
540001506,Y699,玉华县,杭州市,1577721600,1577980800
740001507,H252,西宁县,亮县,1577721600,1577980800
340001508,Z064,昆明市,红霞县,1577721600,1577980800
840001510,K012,桂兰市,淑珍市,1577721600,1577980800
440001512,L202,淑英县,雷市,1577721600,1577980800
540001513,C799,邯郸市,石家庄市,1577721600,1577980800
140001514,T305,丽娟市,洁县,1577721600,1577980800
340001515,T597,玉兰县,文市,1577721600,1577980800
540001516,E620,兴安盟市,杨市,1577721600,1577980800
240001518,S761,汕尾市,天津市,1577721600,1577980800
340001519,E247,石家庄县,贵阳县,1577721600,1577980800
840001520,Z318,辉县,鑫市,1577721600,1577980800
340001521,A903,淑英县,贵阳县,1577721600,1577980800
940001522,H751,西宁县,齐齐哈尔县,1577721600,1577980800
240001523,H273,通辽县,重庆市,1577721600,1577980800
540001524,E260,建县,海燕市,1577721600,1577980800
940001525,C231,广州市,晨市,1577721600,1577980800
340001526,E558,武汉市,拉萨市,1577721600,1577980800
440001527,N851,霞市,大冶市,1577721600,1577980800
340001528,R771,关岭县,银川市,1577721600,1577980800
340001529,Y605,博市,西安县,1577721600,1577980800
840001530,G414,金凤市,超市,1577721600,1577980800
740001531,H896,阳县,兴安盟市,1577721600,1577980800
640001532,D580,宁县,娟市,1577721600,1577980800
540001533,G007,南昌市,雷市,1577721600,1577980800
140001534,Y809,石家庄市,秀兰市,1577721600,1577980800
440001535,T941,宇县,欢县,1577721600,1577980800
940001536,S645,玉华市,沈阳县,1577721600,1577980800
940001537,T271,婷县,博县,1577721600,1577980800
640001538,D547,张家港市,建华县,1577721600,1577980800
340001539,Z137,海燕市,桂香市,1577721600,1577980800
240001540,N686,大冶市,永安市,1577721600,1577980800
340001541,T958,淮安市,宁市,1577721600,1577980800
140001542,E049,艳市,兰州县,1577721600,1577980800
540001543,N393,广州市,杰县,1577721600,1577980800
240001544,G528,燕县,合山县,1577721600,1577980800
540001545,N143,昆明市,玉梅市,1577721600,1577980800
340001548,C608,福州县,红市,1577721600,1577980800
540001549,Z218,宁德县,静市,1577721600,1577980800
440001550,H280,东莞市,玉华县,1577721600,1577980800
440001551,A284,桂荣县,郑州县,1577721600,1577980800
240001552,D516,重庆县,秀芳市,1577721600,1577980800
540001553,L703,凤兰市,帆县,1577721600,1577980800
740001554,L577,六盘水市,太原县,1577721600,1577980800
640001555,R799,柳州县,利县,1577721600,1577980800
940001556,G675,娟市,岩市,1577721600,1577980800
340001557,K021,贵阳市,关岭县,1577721600,1577980800
940001558,H750,南昌市,瑜市,1577721600,1577980800
440001559,K756,兰州市,玉县,1577721600,1577980800
740001560,N854,福州市,辛集市,1577721600,1577980800
840001562,C079,浩县,齐齐哈尔市,1577721600,1577980800
940001563,L280,西宁县,柳州市,1577721600,1577980800
240001564,Z451,六盘水市,琴县,1577721600,1577980800
340001565,E521,强县,杭州市,1577721600,1577980800
140001567,C194,嘉禾县,大冶市,1577721600,1577980800
440001568,C060,桂荣县,兴安盟县,1577721600,1577980800
240001569,K935,南宁市,兴安盟县,1577721600,1577980800
740001570,S692,巢湖市,兰英市,1577721600,1577980800
640001571,Y869,北镇县,丽市,1577721600,1577980800
740001572,T025,玉珍县,济南市,1577721600,1577980800
340001573,C164,兴城县,志强市,1577721600,1577980800
940001575,E673,芳县,呼和浩特县,1577721600,1577980800
340001576,H176,东莞市,涛市,1577721600,1577980800
840001577,S209,楠县,辽阳市,1577721600,1577980800
940001578,R958,长沙市,阜新县,1577721600,1577980800
940001579,S364,昆明县,洋县,1577721600,1577980800
140001580,E305,俊市,北镇市,1577721600,1577980800
840001582,G266,淑华市,冬梅市,1577721600,1577980800
240001583,R577,桂荣县,雪县,1577721600,1577980800
940001584,Y752,哈尔滨县,欢县,1577721600,1577980800
140001585,T552,俊市,汕尾市,1577721600,1577980800
640001586,K934,峰市,涛市,1577721600,1577980800
240001587,R278,杭州县,通辽县,1577721600,1577980800
440001588,A554,楠县,南宁市,1577721600,1577980800
640001589,Z267,宁县,昆明市,1577721600,1577980800
940001590,C313,玉英市,桂芝市,1577721600,1577980800
540001591,K454,宁县,重庆市,1577721600,1577980800
740001592,G069,长春市,广州市,1577721600,1577980800
940001593,Y891,想市,丽娟市,1577721600,1577980800
940001595,Z462,通辽县,晨市,1577721600,1577980800
240001596,N842,银川县,潜江县,1577721600,1577980800
440001597,S672,宇县,博市,1577721600,1577980800
340001598,Y172,霞县,兴城市,1577721600,1577980800
140001599,Z394,辛集市,雷县,1577721600,1577980800
240001600,D103,秀英市,张家港市,1577721600,1577980800
640001601,C981,柳县,香港县,1577721600,1577980800
140001602,D372,璐县,通辽市,1577721600,1577980800
440001603,H435,丹县,佛山县,1577721600,1577980800
540001604,G306,通辽市,成县,1577721600,1577980800
740001605,L643,昆明县,广州市,1577721600,1577980800
440001606,S770,雷市,杭州市,1577721600,1577980800
440001607,N563,秀云市,汕尾县,1577721600,1577980800
840001608,H117,佛山市,永安县,1577721600,1577980800
840001609,S681,梧州县,红梅县,1577721600,1577980800
540001610,R699,萍县,梅县,1577721600,1577980800
140001612,H149,波县,哈尔滨县,1577721600,1577980800
240001613,A553,波县,海口县,1577721600,1577980800
440001614,T655,建平市,秀芳县,1577721600,1577980800
340001616,Z123,天津县,莉县,1577721600,1577980800
540001617,L059,福州县,雪县,1577721600,1577980800
940001619,Y916,上海市,琳市,1577721600,1577980800
640001620,D633,辽阳市,建华县,1577721600,1577980800
840001621,A418,明县,旭县,1577721600,1577980800
740001622,R238,淑珍县,南宁县,1577721600,1577980800
540001624,D945,秀云县,台北县,1577721600,1577980800
240001625,Z976,柳州市,关岭市,1577721600,1577980800
