jid,companyid,companyname,qyxz,qydz,clrq
230002188,8d4532b5bd4d605a43867d36b5530977,创亿信息有限公司,科技有限公司,澳门特别行政区淑珍县兴山卢路s座,1431705600
330002189,1d78bff7b1ab5d47ac7d04778b8716f2,图龙信息信息有限公司,传媒有限公司,陕西省太原县高坪阜新路R座,1477411200
130002190,198936e71749dabf4f15de87c9d5ad2f,济南亿次元科技有限公司,信息有限公司,浙江省天津县海港沈阳路Z座,1427212800
330002191,3f7df5539b7ad5571bf1e4415c8b5575,合联电子传媒有限公司,科技有限公司,广东省玉珍市门头沟海口路Y座,1472486400
730002192,ba842b7fa2e20dcf9ba35eec8576ad0a,思优传媒有限公司,科技有限公司,广东省洁县秀英永安街F座,1502726400
430002193,ebccc439390cc413fda242bebd54f7f5,商软冠联传媒有限公司,信息有限公司,内蒙古自治区桂花县平山天津路g座,1440864000
430002194,6f2b80da1146faf7303383d1cbc6578e,富罳科技有限公司,网络有限公司,西藏自治区兰州县城东许街V座,1485446400
330002195,9facab0a36705e34e32be909337641db,浙大万朋信息有限公司,网络有限公司,浙江省春梅市南溪长沙路I座,1450800000
730002196,2dced825980aa9e6eeaa5f7abacb0986,方正科技科技有限公司,传媒有限公司,陕西省金凤县南湖辽阳路z座,1442505600
530002197,018abc3154260f3424a8969ce58acc0e,凌云信息有限公司,科技有限公司,广东省彬市安次吕路l座,1439481600
830002198,184bd786ce189eff38412bd5c6b50a7c,信诚致远科技有限公司,信息有限公司,浙江省冬梅市和平白路j座,1423756800
930002199,477f18a716379ffaf1b09a70060305ab,华泰通安传媒有限公司,科技有限公司,湖北省桂芳县南长冯路V座,1421251200
930002200,0aaf18a2451d19c30e3cca22ebb77d07,维涛网络有限公司,信息有限公司,吉林省太原县合川周街K座,1425398400
730002201,fb1f2c0e1c04a0c27e7ba3606fcb64b1,天开网络有限公司,信息有限公司,内蒙古自治区飞市城东西宁街O座,1498320000
630002202,72506cb14119da8ce91e78095ef71958,富罳信息有限公司,信息有限公司,湖北省玉英市东城贵阳路j座,1473868800
130002203,ee4c8e80d3721b4f38b5a15ab8060e03,思优信息有限公司,传媒有限公司,广东省宁县怀柔辛集路x座,1498579200
630002204,cd984dc50f6bcf413a8da3f31f524f5b,七喜科技有限公司,网络有限公司,陕西省嘉禾市新城福州街f座,1468339200
130002205,b815f3405185a7bb2e8d05abcc13ee74,七喜科技有限公司,网络有限公司,宁夏回族自治区欣市南湖荆门街N座,1439395200
830002206,86e7a27114f67f32061247b62ae555d5,双敏电子信息有限公司,网络有限公司,广西壮族自治区丽娟市沙湾呼和浩特街u座,1487088000
730002207,d0db266991fcf4056ee0659868792138,创亿科技有限公司,信息有限公司,山西省鑫市房山杨街e座,1472486400
830002208,b6049223a7be1a16d09eaffd035ffa5a,济南亿次元科技有限公司,传媒有限公司,澳门特别行政区鹏市萧山海门路l座,1447603200
930002209,ea5bafd17856898385fa083ceff986b7,晖来计算机网络有限公司,科技有限公司,天津市六安县海陵高路w座,1443542400
330002210,72f1f80fd0a1c642ada9f34659b79bc5,思优网络有限公司,科技有限公司,澳门特别行政区桂荣市淄川罗街F座,1497801600
130002211,021dba78c3d04f6755eb1367df998039,雨林木风计算机传媒有限公司,网络有限公司,四川省太原县吉区沈阳街r座,1508083200
530002212,872f66449ddcf0194e862e78944d1f63,商软冠联科技有限公司,科技有限公司,河北省宁市丰都赵街x座,1492704000
430002213,30f353e951d534f310dcaa1e0d6b3301,济南亿次元科技有限公司,信息有限公司,湖南省红县东丽刘路W座,1492444800
630002214,85ce5f107a6069622e6a0fcf7d387bdf,新宇龙信息传媒有限公司,网络有限公司,天津市齐齐哈尔市吉区雷路z座,1471708800
230002215,ddbdb9583b23aaf594523e096f28d29e,华成育卓传媒有限公司,科技有限公司,新疆维吾尔自治区拉萨市普陀徐街f座,1503072000
830002216,5706372e972bcf515de5a3e112e6da2a,鑫博腾飞网络有限公司,传媒有限公司,青海省郑州县和平淮安街B座,1438531200
530002217,aef924ea3416c9e801012880fbf4412a,飞海科技网络有限公司,传媒有限公司,河南省玉梅市友好永安街a座,1421164800
330002218,038789522cbe605e3c078a3ea1c68dfe,海创信息有限公司,传媒有限公司,黑龙江省北镇县璧山邯郸路V座,1459699200
430002219,0914b743c294faa469cf72b8e8bf0cfd,毕博诚信息有限公司,网络有限公司,河北省丹县魏都胡街H座,1472313600
830002220,24bf76470e4f7d4a31782ad0095e9b36,商软冠联信息有限公司,科技有限公司,山西省志强市崇文郭街C座,1470672000
430002221,0ec992d7b34e68d73c7ecc75b9a02cbc,银嘉信息有限公司,科技有限公司,江苏省春梅市南长济南街t座,1482249600
730002222,9dbfba36d100d13c7b3b9758a9854042,合联电子信息有限公司,信息有限公司,湖北省梧州县房山天津街u座,1432656000
630002223,4822c2561b8ddc4b2d48f237280ff00c,昂歌信息传媒有限公司,信息有限公司,浙江省俊市合川黄路G座,1429718400
230002224,ddda6c81196f208d610f8c77bb3963bc,菊风公司网络有限公司,网络有限公司,江苏省杭州县朝阳张街n座,1467907200
630002225,ade60e3c46f507031ff68ea68737797f,万迅电脑信息有限公司,网络有限公司,西藏自治区旭市东丽马街f座,1426694400
330002226,12d7e64c9e268c8a75fceb271cad86b7,合联电子信息有限公司,传媒有限公司,湖南省合肥县海陵申路O座,1426003200
230002227,583f72a30bafd0a4499ca28959cf3e30,维涛信息有限公司,科技有限公司,内蒙古自治区乌鲁木齐市魏都海口路f座,1466179200
530002228,f98c3e799ca16bfc040f972fb7918839,国讯信息有限公司,传媒有限公司,福建省贵阳县徐汇傅街O座,1488643200
130002229,3186be36a944b8a0193d189029a41099,国讯信息有限公司,网络有限公司,澳门特别行政区敏县萧山张路u座,1447344000
430002230,9f08b4773b658936b489d4844a3a359c,富罳网络有限公司,科技有限公司,甘肃省琳市普陀张街O座,1506700800
830002231,1e8f2e691d6135fb44eb79f3dd0ec238,海创信息有限公司,网络有限公司,陕西省沈阳县龙潭张家港路h座,1487865600
130002232,bed69c4cecda4bd713d67979f148e4b4,昂歌信息传媒有限公司,网络有限公司,青海省邯郸市东城宋路w座,1438272000
130002233,1d51c7e63f11e03dd4cf4497ea8b118f,良诺网络有限公司,网络有限公司,台湾省玲市高坪昆明路L座,1446652800
330002234,b92e9541b7a2d792a479289e784a4f03,时空盒数字科技有限公司,传媒有限公司,陕西省瑞市丰都东莞路T座,1483718400
330002235,03529d68d45f3f3ac5282991779153e1,数字100科技有限公司,科技有限公司,台湾省岩县蓟州马街B座,1453996800
530002236,f162083628459f92ffc312ab4bbe9191,时刻科技有限公司,传媒有限公司,青海省澳门市朝阳李街A座,1454169600
530002237,992ecbe5408cd8b0aa9233824186aff8,商软冠联信息有限公司,信息有限公司,河北省辛集市高坪兰州街n座,1482336000
730002238,2b2289d2d7c6cbf2310c8f560d178e9d,创亿传媒有限公司,网络有限公司,四川省西宁市梁平邯郸路M座,1443283200
330002239,0f5c8357a859cadcbe5ce37902678d89,通际名联网络有限公司,科技有限公司,天津市贵阳市长寿海口路n座,1484496000
730002240,4e21e32340ca6849cb85f0a589a38cad,盟新网络有限公司,网络有限公司,浙江省倩县合川郑路s座,1503504000
630002241,afe14d4580734835b6e2d4a5b4f86788,四通科技有限公司,信息有限公司,重庆市杭州县涪城罗路M座,1467907200
530002242,f54b19a0c04d1d1fba658b968cc4b767,华成育卓信息有限公司,信息有限公司,福建省东莞市城东殷路r座,1451577600
530002243,ca6bef60c26eeddb2b312b96536b96a4,天益信息有限公司,网络有限公司,重庆市哈尔滨县怀柔傅街P座,1435507200
130002244,b65ab9e9fe64222c654d322378cf98ba,东方峻景传媒有限公司,网络有限公司,云南省超县南溪何街e座,1455724800
530002245,a8d6622edd7a6570f4cee2405b61c7dc,七喜信息有限公司,传媒有限公司,北京市乌鲁木齐市安次武汉路X座,1423756800
130002246,f3f9fc4a35f224756b549c1cbda65c06,兰金电子传媒有限公司,信息有限公司,澳门特别行政区阜新市萧山王路S座,1510070400
530002247,3c7278a2518c014ffb508ae773f3eb14,创汇科技有限公司,传媒有限公司,澳门特别行政区永安市沈北新吴路J座,1460131200
930002248,2636057ba51bf0f5fb51b71f29ce2811,明腾科技有限公司,科技有限公司,安徽省福州县高港阎路i座,1457539200
730002249,f7a07dd689476eb477790c9fc00054d8,趋势传媒有限公司,网络有限公司,安徽省宁县友好兰州街g座,1501603200
130002250,344064aa9e4d2774d5ac2f534a9bb089,维涛科技有限公司,传媒有限公司,河南省辉市房山福州路G座,1428768000
330002251,d843aff687821199689e2f478f4bfe00,新宇龙信息传媒有限公司,科技有限公司,贵州省石家庄市平山刘路j座,1424102400
930002252,68bedb40268ef06fd4ee1da88f3ead46,新格林耐特信息有限公司,科技有限公司,云南省超县永川宁德路a座,1450368000
530002253,21bce2fc129e561d19f9b9ea35dc8b94,时空盒数字网络有限公司,信息有限公司,浙江省雪市长寿西安路e座,1468425600
230002254,88f62d2f2dd72aabe04efa3f9c5367eb,同兴万点科技有限公司,信息有限公司,湖南省长沙县西峰齐齐哈尔街R座,1447689600
230002255,72f017eca73f9b7aa98bc7fbbb6d06b9,商软冠联网络有限公司,信息有限公司,上海市婷婷县花溪辽阳路f座,1480089600
930002256,6bbe4e33b99ff812192496dc670faa11,四通网络有限公司,科技有限公司,台湾省凯市永川蔡街f座,1430755200
730002257,a1eab04933052fc9d11538c3627d7687,济南亿次元科技有限公司,传媒有限公司,广东省婷县永川贾街J座,1495728000
730002258,4bf14d1988afc43d12374497fa1c2ad9,合联电子信息有限公司,信息有限公司,青海省冬梅市怀柔成都路S座,1461427200
730002259,ad6ce54d919786a363605d61c053fb1d,立信电子网络有限公司,科技有限公司,甘肃省大冶县友好周路D座,1423670400
930002260,f7a9d36efcb783e2e391ca2b1061d112,海创传媒有限公司,信息有限公司,河北省刚县清城沈阳街a座,1455465600
430002261,0f4bb3810bed36a9174b52abaef29bba,国讯网络有限公司,传媒有限公司,台湾省娟市山亭赖路W座,1464624000
830002262,51cdf8ce2723cc882cf92352ea956c5b,创联世纪科技有限公司,传媒有限公司,吉林省强县秀英孙路n座,1514563200
430002263,ad9fbfd2c7796aabda93fe22cec13ccb,图龙信息科技有限公司,信息有限公司,广西壮族自治区桂花市东丽杭州街L座,1475424000
130002264,142315a1315a5d350903650a2f3c7b22,精芯网络有限公司,科技有限公司,甘肃省济南县锡山乌鲁木齐路K座,1482508800
430002265,3782d4f1c5e199cbf2b592f2ab059f92,良诺科技有限公司,网络有限公司,天津市兴城县沙湾郭街M座,1457193600
230002266,7e44a45fb7b2930ee33ae597fd256860,飞海科技科技有限公司,网络有限公司,上海市霞市双滦南宁路c座,1436803200
630002267,6909b7af229336444cf16d7c6b77d4a0,精芯传媒有限公司,科技有限公司,云南省楠市南长潮州路Y座,1501689600
230002268,d98f0d86130d99f1bd19ad1973838ff0,晖来计算机信息有限公司,网络有限公司,福建省北京县永川刘路r座,1435680000
930002269,798e6d628e5e2c618d91d9eb36d9ec22,鸿睿思博科技有限公司,网络有限公司,上海市北镇县金平哈尔滨街O座,1436889600
330002270,6be6e62a6c7fa987cf2bd90545cdf8fc,浦华众城信息有限公司,网络有限公司,天津市燕县房山淮安街c座,1431273600
730002271,7fa0e719e635e48603332fffff389366,济南亿次元网络有限公司,信息有限公司,福建省西宁县丰都吴街f座,1487692800
630002272,cda5e5284a25c3f5359fb2fd92c194ad,易动力信息有限公司,传媒有限公司,新疆维吾尔自治区石家庄县大兴何路Q座,1480262400
530002273,2096901bd139dee51753d15fb3c17166,联通时科传媒有限公司,网络有限公司,上海市华县高坪六安路c座,1428940800
730002274,6084ec837113fd374af7f89481415cc9,趋势信息有限公司,科技有限公司,江西省永安市大东海门街a座,1458144000
730002275,3c1b48a31208b2e6f94d7696d14f3033,精芯网络有限公司,传媒有限公司,江西省博市沈河张街T座,1495900800
330002276,e6289d48293429f0a731dead5b2d9012,群英科技有限公司,科技有限公司,广东省阳县新城太原街s座,1485878400
630002277,8646a7e412be9f0d640140b422fca8a7,雨林木风计算机信息有限公司,传媒有限公司,天津市桂珍县沈河辛街Z座,1450713600
530002278,aa453969c1c027807cc8e510bbc5f12d,菊风公司信息有限公司,网络有限公司,内蒙古自治区海口市江北齐齐哈尔街z座,1444579200
530002279,03df7564a56191f6d1704584a266402d,兰金电子网络有限公司,信息有限公司,安徽省欣县徐汇嘉禾路J座,1421596800
730002280,f74ea9ecbb085b64a283fa1afae91cd4,开发区世创传媒有限公司,传媒有限公司,广西壮族自治区辉市南长梧州路C座,1454428800
830002281,038ae353ca7c8fc2be63f3fc65266f36,万迅电脑信息有限公司,科技有限公司,甘肃省建华县沈北新杜路u座,1478534400
130002282,fe195e2de25641895b4aa603d81561b5,兰金电子传媒有限公司,传媒有限公司,河北省兰州市静安汕尾路R座,1429113600
730002283,3099601acebabf1ae55e73d1e3982c96,数字100科技有限公司,传媒有限公司,吉林省邯郸县璧山陈街a座,1458403200
130002284,f1360fe3eb36f778c3093bb5d38fed4f,泰麒麟传媒有限公司,信息有限公司,云南省萍市牧野马路e座,1506787200
630002285,899dd74d71c266d6f9380747bc5ed557,商软冠联传媒有限公司,网络有限公司,甘肃省沈阳市怀柔郑州路P座,1448899200
430002286,09ed71bbee120eafc44d0afc03df2ad9,南康科技有限公司,网络有限公司,海南省倩市龙潭黄街s座,1504972800
830002287,bcd55a14e8688feaaea9e208ee1f7c2a,昊嘉科技有限公司,网络有限公司,湖南省东莞市朝阳刘路B座,1420992000
930002288,4b3cebdef2c5f1cd8008f45a1a688ad5,数字100网络有限公司,科技有限公司,山东省静市长寿辛集路T座,1420646400
230002289,d39c5145bbea6bbef99662df57db4253,开发区世创传媒有限公司,信息有限公司,台湾省瑜市萧山石家庄街M座,1508515200
130002290,c43fbabd59d5e506756fd1637f58310e,精芯信息有限公司,科技有限公司,西藏自治区红梅市华龙程路b座,1468857600
330002291,44777f69b4386956cbad014c25f1f9a1,商软冠联信息有限公司,网络有限公司,江苏省秀英县高坪关岭街J座,1455292800
630002292,ea7168d81ef081b4127f6c6389588d0c,图龙信息信息有限公司,网络有限公司,山西省敏市南长张路Y座,1511625600
630002293,d6aa4b849d8e1700caf0eac8571d4307,富罳传媒有限公司,科技有限公司,青海省柳州县孝南沈阳街M座,1460736000
930002294,1b6adbfab80a98548378543723001e92,群英信息有限公司,信息有限公司,海南省巢湖市东城宁德路j座,1495036800
730002295,55616611ff754febbbf0826931c4210a,易动力科技有限公司,网络有限公司,宁夏回族自治区浩市永川上海街f座,1461772800
230002296,1c701368307ff65e81a3db476fa36f7f,彩虹科技有限公司,信息有限公司,江西省娟县友好关岭路p座,1465228800
530002297,397d891820f7e7557027df0b45d80526,时刻科技有限公司,科技有限公司,四川省辛集市秀英荆门街B座,1439913600
830002298,80c435ac9a5bca0d33cd05c26dddab0e,超艺传媒有限公司,网络有限公司,安徽省柳州市沙湾潮州街P座,1485100800
230002299,e27d4d445b3d032d944dbbcd66256858,银嘉网络有限公司,网络有限公司,山西省汕尾市牧野雷路S座,1451145600
730002300,39089a7492641d3bf58d75d6a63bf1c9,雨林木风计算机信息有限公司,科技有限公司,青海省长沙市浔阳余路x座,1468080000
830002301,ceedfb51dbd6871bf76578ef4c0abcc1,九方科技有限公司,科技有限公司,江西省武汉县金平东莞路H座,1467734400
130002302,255b8ac964e7b6076e535cc2441a0f01,飞海科技科技有限公司,信息有限公司,河南省建市海港王街l座,1451577600
930002303,78ce2f9437d36a882d588541e5d47246,九方信息有限公司,信息有限公司,西藏自治区阜新县永川澳门街W座,1470585600
930002304,12fa1e2869fcd09a21bb2d733ecb17bb,菊风公司科技有限公司,信息有限公司,西藏自治区西宁县沈河郑路E座,1457366400
330002305,2bfa842238c838d308eb634f04c1596e,网新恒天网络有限公司,传媒有限公司,天津市秀荣县翔安西安路d座,1485705600
730002306,6260070c667eddd76a8a650ffa61b26a,同兴万点信息有限公司,科技有限公司,青海省香港市海港福州路Y座,1505491200
230002307,f0da006c36d46182e10e1b383c2bb9dc,创汇传媒有限公司,信息有限公司,青海省辛集县南长何路B座,1468339200
530002308,cd8e3d8c23bf6eb57c5a40874329fd7e,黄石金承传媒有限公司,科技有限公司,河北省丹丹县黄浦张家港街m座,1472832000
130002309,ae0be68021d1a7c09efc557df99c1111,富罳传媒有限公司,传媒有限公司,福建省辽阳市金平张街j座,1507564800
830002310,a58a94425b2197947b04e88a2ec63399,时刻信息有限公司,传媒有限公司,北京市秀兰市高坪蒋街b座,1455120000
530002311,facc2dbf93a3189445ffa6ba72d1f943,七喜网络有限公司,科技有限公司,云南省金凤市淄川何路y座,1486224000
130002312,1535820900da7455d1894af40b089460,昂歌信息科技有限公司,信息有限公司,海南省亮市沈河永安街p座,1459008000
930002313,cafef915c440316dd9b0d1d2e3361684,维涛科技有限公司,网络有限公司,黑龙江省潜江县沈北新马路S座,1426262400
130002314,607557691ccc23d3c4b673d7b1fedbcf,毕博诚网络有限公司,传媒有限公司,吉林省西安县龙潭海门街H座,1444752000
430002315,06bbbb99ec7dd582ad39222b63180522,华成育卓传媒有限公司,信息有限公司,青海省六安县双滦蔡街r座,1448985600
130002316,ac9450fe5e6a9054b2947db860f84ee9,立信电子信息有限公司,网络有限公司,海南省重庆县沙市赵路M座,1432051200
230002317,13b62717f222886a231c5234dd74b216,巨奥信息有限公司,传媒有限公司,山西省超县秀英朱路T座,1508256000
230002318,e3babd41dc3397e8937fc630f23966f1,合联电子网络有限公司,传媒有限公司,黑龙江省磊县高港钱街J座,1433260800
530002319,ba3fa3e717364e7ea727b480a2cdaf47,盟新网络有限公司,网络有限公司,香港特别行政区杭州市怀柔黎街w座,1425139200
930002320,de54772a1c6220e38fad6ec3a412c35e,海创信息有限公司,信息有限公司,河北省海门县黄浦石路g座,1474992000
230002321,97fa58f396838c52cd370e64da956c9c,国讯传媒有限公司,科技有限公司,吉林省飞市翔安宜都路d座,1498579200
130002322,e7284b85c6c3fb40da08591b9da5e006,昊嘉网络有限公司,传媒有限公司,海南省红县上街陈街P座,1484150400
930002323,2fc67fc5d4fc78a1d49fa6a48a59d9ff,鸿睿思博传媒有限公司,信息有限公司,山东省帆县兴山任路F座,1460995200
330002324,e7e31a091f947b4f53c143b22669fec0,精芯传媒有限公司,传媒有限公司,甘肃省建军县西峰秦街Z座,1441468800
130002325,871e17a909e313688611fad3049e08d9,天开科技有限公司,网络有限公司,江西省辛集县高坪王街N座,1434124800
530002326,8a4d8f1eff170cac44a19b22a8d0752a,诺依曼软件科技有限公司,网络有限公司,香港特别行政区永安县闵行王街l座,1470412800
230002327,3b533adfc44a7158ab0c7cd3d39d0b45,联通时科网络有限公司,网络有限公司,广西壮族自治区淮安市新城兴安盟街i座,1487865600
930002328,32d48cc9fb26288235890ffd396f73f6,趋势网络有限公司,信息有限公司,四川省杰市吉区杨路f座,1434470400
130002329,50c3862500a3ef5e63d4176c72b18ebd,凌云传媒有限公司,传媒有限公司,新疆维吾尔自治区合山县清城王街W座,1451491200
530002330,0a383600b6a7a39116519dcc434e870b,迪摩科技有限公司,网络有限公司,云南省桂花县浔阳李街U座,1504540800
930002331,e47e0ddc0b61a33151e375836f8911b1,通际名联信息有限公司,传媒有限公司,山西省玉市丰都太原街e座,1486310400
130002332,bfaca48aae1446bf3473e4fc0a42aad2,创汇信息有限公司,传媒有限公司,江西省宇县城北马路S座,1457452800
730002333,562cdf65b68a7f7c0f6894f6560affa8,兰金电子科技有限公司,传媒有限公司,台湾省欣市永川沈阳街j座,1502985600
930002334,f8eb99f464cd860ec0aba693518cf6ab,济南亿次元传媒有限公司,网络有限公司,江苏省亮县永川辽阳路c座,1447689600
930002335,8740901284b16f7715f36b6f95916e4d,昂歌信息网络有限公司,信息有限公司,湖北省伟市徐汇嘉禾街P座,1497110400
730002336,c8b6d19253567f80c42fdbc6ad782f59,时空盒数字科技有限公司,科技有限公司,安徽省淑兰市清浦朱路Z座,1424880000
630002337,44d5123c8e93ada03942d492041909dd,济南亿次元信息有限公司,信息有限公司,天津市合肥县清城淮安路a座,1479744000
930002338,2d0fc8d6f6c34cad363cc567d3dc17e9,九方网络有限公司,网络有限公司,山东省婷县东丽孙路n座,1457193600
730002339,57aba33756821c970a6bd0a63f75478a,明腾网络有限公司,信息有限公司,内蒙古自治区辽阳市沈北新纪路F座,1424880000
930002340,3c2977b1628d884da3463b8460314f79,同兴万点网络有限公司,传媒有限公司,内蒙古自治区西安市安次台北路f座,1467129600
230002341,c8ab695055070ed9c0943f5111713ff1,富罳网络有限公司,网络有限公司,河北省淑珍县丰都宋街f座,1485273600
130002342,ab96c0d6952b2f1b7138d427fcdf4341,数字100科技有限公司,传媒有限公司,台湾省玲县长寿萧街i座,1513353600
130002343,8bb3fab1e588f31f8ca995c4e6ddcf6d,思优传媒有限公司,信息有限公司,广西壮族自治区刚市黄浦刘街b座,1505232000
430002344,029047ca3bd424df94b6ca279790ca12,恒聪百汇科技有限公司,传媒有限公司,西藏自治区明市秀英台北路m座,1484668800
730002345,27f15d1004d0afa9c8f7c34a18a1f75a,快讯传媒有限公司,信息有限公司,江西省峰县花溪六安街z座,1421337600
730002346,07b1121f1cac34a815bee3eb6a03a2e7,巨奥传媒有限公司,科技有限公司,天津市旭县孝南王路Q座,1478275200
730002347,41415e252e757fc2a304a9536d5e9152,东方峻景传媒有限公司,网络有限公司,贵州省马鞍山市高坪潮州街g座,1478880000
830002348,61c1193b5839d572af289796427cfa33,济南亿次元网络有限公司,传媒有限公司,甘肃省成市龙潭济南路U座,1448726400
230002349,9bf8842a93e50cd806c4cee7ee4ee5e9,恒聪百汇传媒有限公司,信息有限公司,辽宁省璐县西夏合肥路q座,1506268800
830002350,03326bb5e0b479c5433642af170b4805,维旺明信息有限公司,网络有限公司,浙江省俊市山亭徐路B座,1486569600
630002351,987cd6abdcc1f07bf32294e7948c824e,群英传媒有限公司,网络有限公司,台湾省莉县丰都韦街z座,1481817600
730002352,8645f5e242fc585b28709c87f057c10d,MBP软件网络有限公司,科技有限公司,澳门特别行政区冬梅县丰都长春街C座,1443110400
530002353,0657a1f8abdda7b2fa2deea4646eeaf9,中建创业传媒有限公司,传媒有限公司,广东省明市南长永安路W座,1442419200
530002354,f07576405579f8dd716b913068c08ed3,昂歌信息传媒有限公司,传媒有限公司,海南省楠市涪城太原街f座,1454515200
430002355,143ba61000855778c1804bffe5cf1970,飞利信科技有限公司,传媒有限公司,香港特别行政区杰县永川南昌街h座,1420819200
330002356,be2eaee5c6bbbf3a6cf377365f01cd56,同兴万点信息有限公司,科技有限公司,上海市玉兰市白云甘路J座,1434124800
830002357,328a0bbab03093b18071b597882ee619,精芯科技有限公司,传媒有限公司,四川省丽华市吉区钟街N座,1434470400
130002358,f4ed44b2defe4212ed25e247cbf19ab8,新宇龙信息信息有限公司,网络有限公司,西藏自治区太原市蓟州邹路t座,1430236800
530002359,db18ae769c81044e34607b9d9f176044,维涛网络有限公司,网络有限公司,河北省小红市城东呼和浩特街N座,1453046400
430002360,016e6c92347ea7711f8733ddcc2c86dd,维涛传媒有限公司,信息有限公司,山西省晨市大东沈阳路D座,1421856000
330002361,282a99050890ddd8e5f437cd3d70ad14,浙大万朋信息有限公司,网络有限公司,安徽省莉市房山宁德街Y座,1453996800
530002362,ad0d40195617da7b834cf5e3ec7f4005,联软网络有限公司,科技有限公司,青海省超市吉区张街z座,1428076800
130002363,ad2cb9202bc279ef6fe720257e0396e3,良诺传媒有限公司,网络有限公司,四川省秀兰县吉区雷路s座,1443283200
130002364,372a4f42a7f7b04bc31d429f5c017f1a,图龙信息传媒有限公司,传媒有限公司,广西壮族自治区博县长寿杨路D座,1471881600
230002365,8fa6ba9496e2b43985f4fbb432908d3a,华远软件网络有限公司,科技有限公司,内蒙古自治区欢市南湖晁街Z座,1429113600
630002366,297c91c131a36d1ec848f8b55e14f6dc,艾提科信科技有限公司,信息有限公司,海南省张家港市秀英宋街m座,1500652800
930002367,68ed2c7dc2c7d893469c602edc7cdd35,海创信息有限公司,传媒有限公司,浙江省静县上街王路W座,1490889600
730002368,af9497547ea57148664c68aa92974a0f,海创传媒有限公司,科技有限公司,江西省合山市崇文成都街E座,1502035200
330002369,96b43c883835619cd1936b5ed18ac682,四通信息有限公司,传媒有限公司,浙江省欢县沈河汪路w座,1495728000
630002370,d09cb1d0ecc92611dbe6e512d1c3322b,诺依曼软件信息有限公司,网络有限公司,湖北省哈尔滨县西峰彭路D座,1443024000
730002371,17c18823adcd7becbcc2b8b26fc80c53,昊嘉网络有限公司,科技有限公司,云南省东莞市白云马鞍山路b座,1454688000
930002372,84afb9b9cb4f1af7f050f20d0e313aaf,飞利信网络有限公司,信息有限公司,江苏省洁市合川彭街x座,1457366400
830002373,901861e34248c5999bf8df26308defc5,联通时科信息有限公司,科技有限公司,黑龙江省兴城市高港何街q座,1477756800
230002374,0a481983403145422b996dedb8d146cd,时刻信息有限公司,网络有限公司,湖北省杭州县东城金街C座,1430409600
530002375,6f33d7a541ce1a80d83fc7cdc09d9720,通际名联科技有限公司,信息有限公司,甘肃省呼和浩特市沙湾澳门路K座,1514390400
930002376,c78937a475bd33122c3891c54afead33,七喜网络有限公司,信息有限公司,河北省伟市金平上海路b座,1499961600
730002377,84eb30d1440948fd4f589be8258ad530,富罳网络有限公司,科技有限公司,上海市杨县永川钟路Q座,1457280000
130002378,65b23fe873e2abd7963740679e10b940,襄樊地球村传媒有限公司,网络有限公司,吉林省金凤市大兴北京路s座,1445011200
930002379,4a45bdf793c058fb69d82849a65f1040,飞利信信息有限公司,网络有限公司,湖南省秀梅县黄浦马鞍山路Z座,1422892800
830002380,1715e72d97190d91c3a02ef374769ac4,恩悌信息有限公司,信息有限公司,海南省哈尔滨县沈北新张路B座,1471449600
830002381,b1dc2c018a0e4c282288d531ee75fff4,商软冠联信息有限公司,科技有限公司,宁夏回族自治区潜江市萧山西安街p座,1440172800
230002382,2572eb2afc71ea6ddfa21b762ab45287,趋势信息有限公司,网络有限公司,黑龙江省兰英市崇文罗路W座,1451059200
230002383,6338cf191b10a833e2f85266dabf989a,凌颖信息信息有限公司,信息有限公司,辽宁省明市平山陈路P座,1464796800
730002384,8c883712707799cd10c651f422fa0312,思优传媒有限公司,传媒有限公司,台湾省东莞县锡山吴路W座,1514131200
230002385,77fb34e232d3845bef88bd66cee791f8,方正科技科技有限公司,信息有限公司,福建省健县永川六盘水路U座,1439568000
830002386,dc8785ef6c84fdd20d91a9fdf955e90e,菊风公司信息有限公司,网络有限公司,广东省兰英县孝南王街J座,1453305600
330002387,a21b01d8a1dd664bbc95339bf16a514a,恒聪百汇科技有限公司,科技有限公司,贵州省丹丹市南湖兰州街x座,1495987200
230002388,c0b77dd146b0bc16deb0cc4818eff3cf,凌云信息有限公司,信息有限公司,吉林省晶县永川徐街C座,1481817600
330002389,a940a6baab9ecf754988e2d2cfc8b061,七喜网络有限公司,科技有限公司,山西省峰县大东谷街h座,1458662400
630002390,ff26d72e97b9ac458725fc766273f3fe,天益传媒有限公司,科技有限公司,河北省娜县秀英成都街d座,1505059200
830002391,217e870333b2caa4637bf93897db54c6,天开信息有限公司,信息有限公司,宁夏回族自治区荆门县沙湾杨街I座,1504540800
130002392,4cb17894948a9e984449c5155af8ceae,趋势传媒有限公司,传媒有限公司,天津市丽县滨城黄街d座,1503676800
130002393,3e00df8299d7c1e64020327b35696559,思优信息有限公司,信息有限公司,福建省长沙市长寿李路G座,1461168000
330002394,19cd60c2a3ece656f21384455e383d8f,兰金电子信息有限公司,传媒有限公司,湖北省张家港市高明陈街i座,1461513600
430002395,c26c795b05e6a5527f1358ad5d7a6e74,万迅电脑信息有限公司,网络有限公司,青海省宁德县新城太原街y座,1514217600
330002396,4eeafdec333984d2b1d0e0837ac72e16,维涛网络有限公司,信息有限公司,四川省嘉禾市蓟州沈阳路R座,1420387200
