jid,hbh,sfd,mdd,qfsj,ddsj
420001152,CA311,浩县,婷县,1577721600,1577980800
520001153,SC094,哈尔滨县,利县,1577721600,1577980800
820001154,MD802,长沙市,建平县,1577721600,1577980800
620001155,CJ028,亮市,呼和浩特县,1577721600,1577980800
820001156,HR646,惠州市,桂芝县,1577721600,1577980800
720001158,CJ135,济南县,荆门市,1577721600,1577980800
820001159,MD222,玉梅市,西安县,1577721600,1577980800
920001160,MD290,天津县,桂兰县,1577721600,1577980800
220001161,WC575,辽阳县,沈阳县,1577721600,1577980800
120001162,TV971,台北县,兰州县,1577721600,1577980800
220001163,HK771,鑫县,沈阳市,1577721600,1577980800
620001164,WH665,凤兰县,欣县,1577721600,1577980800
320001165,CJ942,凤英县,婷婷县,1577721600,1577980800
220001166,TV051,重庆县,潮州市,1577721600,1577980800
820001167,MU524,澳门市,北京市,1577721600,1577980800
120001168,SC095,凤英市,南宁市,1577721600,1577980800
120001169,WC782,齐齐哈尔县,丽市,1577721600,1577980800
620001170,CZ295,兴安盟市,荣市,1577721600,1577980800
120001171,WC557,坤市,晶县,1577721600,1577980800
220001172,CA213,雷县,晨县,1577721600,1577980800
220001173,HK651,阳市,阳县,1577721600,1577980800
720001174,CJ442,兰州市,武汉县,1577721600,1577980800
620001175,MU433,玉县,桂英县,1577721600,1577980800
420001176,SC733,凤英县,关岭县,1577721600,1577980800
820001177,MF563,南昌县,辛集县,1577721600,1577980800
120001178,SZ390,重庆市,凤英市,1577721600,1577980800
520001179,WH702,石家庄市,秀云县,1577721600,1577980800
920001180,SC898,通辽市,合肥市,1577721600,1577980800
920001181,HK528,志强市,峰市,1577721600,1577980800
120001182,MD837,建军市,建军县,1577721600,1577980800
820001183,CZ725,伟市,桂珍县,1577721600,1577980800
720001184,CA026,建平县,桂花市,1577721600,1577980800
320001185,HR521,贵阳市,建军市,1577721600,1577980800
320001186,MU623,海口县,建军市,1577721600,1577980800
320001188,HK183,华市,南昌县,1577721600,1577980800
120001189,WC946,成都市,永安市,1577721600,1577980800
120001190,MF347,婷市,西宁县,1577721600,1577980800
520001191,WH250,太原市,海口县,1577721600,1577980800
720001192,SZ712,磊市,成市,1577721600,1577980800
420001193,CA656,龙县,斌市,1577721600,1577980800
920001194,MU497,贵阳县,凤兰县,1577721600,1577980800
720001195,CJ822,秀荣县,丹市,1577721600,1577980800
120001196,SC803,郑州市,嘉禾县,1577721600,1577980800
220001197,CA485,宇县,秀梅市,1577721600,1577980800
820001198,WC435,建华市,淮安市,1577721600,1577980800
120001199,SC990,关岭县,台北县,1577721600,1577980800
320001200,WH735,丹县,郑州县,1577721600,1577980800
620001201,MF953,呼和浩特县,军县,1577721600,1577980800
320001202,WC071,桂珍县,巢湖县,1577721600,1577980800
220001203,WH946,六盘水市,上海市,1577721600,1577980800
820001204,CA985,云市,沈阳县,1577721600,1577980800
220001206,HK049,楠市,静市,1577721600,1577980800
420001207,MD603,玉梅县,成都县,1577721600,1577980800
920001208,3U830,潜江市,宁德县,1577721600,1577980800
120001209,CJ437,宜都县,秀云市,1577721600,1577980800
220001211,TV733,想市,柳州县,1577721600,1577980800
720001212,MU118,小红县,上海县,1577721600,1577980800
520001213,HR262,辽阳市,梧州县,1577721600,1577980800
620001214,MD851,倩市,汕尾市,1577721600,1577980800
720001215,CZ323,乌鲁木齐市,秀英市,1577721600,1577980800
820001217,3U742,兵市,婷市,1577721600,1577980800
720001218,CJ258,丹丹市,敏县,1577721600,1577980800
520001219,SZ012,福州市,秀英县,1577721600,1577980800
420001220,WH641,亮市,贵阳县,1577721600,1577980800
720001221,3U712,佛山县,大冶县,1577721600,1577980800
220001222,WC232,嘉禾县,南昌县,1577721600,1577980800
920001223,SC975,楠县,北京县,1577721600,1577980800
720001224,WH655,福州市,拉萨市,1577721600,1577980800
420001226,CZ016,莹县,瑜县,1577721600,1577980800
820001228,WC212,梧州市,淑华市,1577721600,1577980800
820001229,MD234,超市,关岭市,1577721600,1577980800
420001230,HR387,海门市,兵市,1577721600,1577980800
120001231,MD531,郑州市,丽丽市,1577721600,1577980800
820001232,TV896,倩县,兴城市,1577721600,1577980800
520001233,CJ336,福州县,合山市,1577721600,1577980800
120001234,3U314,荣市,巢湖县,1577721600,1577980800
820001235,TV467,丹丹市,阜新县,1577721600,1577980800
220001236,SZ493,伟县,沈阳县,1577721600,1577980800
120001237,WC082,成都市,丽华县,1577721600,1577980800
220001238,CA518,玉英市,香港县,1577721600,1577980800
420001239,WH744,宜都县,柳州县,1577721600,1577980800
620001240,TV806,海口县,玉华市,1577721600,1577980800
320001241,TV534,兴安盟市,惠州县,1577721600,1577980800
620001242,3U113,梅县,瑜市,1577721600,1577980800
120001243,MD499,坤市,超市,1577721600,1577980800
820001246,WH088,琴市,淑珍市,1577721600,1577980800
520001247,CA021,合肥市,小红县,1577721600,1577980800
520001248,HR842,颖县,文市,1577721600,1577980800
220001249,HK531,莹市,澳门县,1577721600,1577980800
120001250,3U950,张家港市,俊市,1577721600,1577980800
720001251,CZ858,凤英市,玉珍市,1577721600,1577980800
420001252,HK143,合肥县,莉县,1577721600,1577980800
720001253,WC429,婷婷县,嘉禾县,1577721600,1577980800
620001254,MF837,淑兰市,杭州县,1577721600,1577980800
120001255,SC783,凤兰市,秀兰县,1577721600,1577980800
520001256,3U292,海燕市,六盘水县,1577721600,1577980800
820001257,MD244,银川市,萍县,1577721600,1577980800
120001258,SZ984,磊市,关岭市,1577721600,1577980800
620001260,HR298,合山县,石家庄市,1577721600,1577980800
520001261,SZ271,惠州县,小红市,1577721600,1577980800
320001263,SZ600,帅市,东莞市,1577721600,1577980800
920001264,SC776,海门市,淑珍县,1577721600,1577980800
620001265,CZ160,秀梅县,洋县,1577721600,1577980800
720001266,HR580,福州县,丹县,1577721600,1577980800
220001267,3U495,佳市,楠县,1577721600,1577980800
620001268,WC230,丽华市,荣县,1577721600,1577980800
720001270,HK335,乌鲁木齐县,呼和浩特市,1577721600,1577980800
320001271,HR625,荆门市,惠州市,1577721600,1577980800
420001272,CZ517,成市,兴城市,1577721600,1577980800
620001273,MU917,伟市,拉萨市,1577721600,1577980800
420001274,MF455,利县,石家庄市,1577721600,1577980800
520001276,SZ220,汕尾县,惠州市,1577721600,1577980800
520001277,CA584,通辽县,成都县,1577721600,1577980800
620001278,HR074,健市,颖县,1577721600,1577980800
820001279,MU271,琳县,北京县,1577721600,1577980800
920001280,MD968,建国县,静市,1577721600,1577980800
720001281,HK501,超县,齐齐哈尔县,1577721600,1577980800
920001282,MF983,上海市,涛县,1577721600,1577980800
520001283,CA986,刚市,马鞍山县,1577721600,1577980800
220001284,3U680,淮安县,宁县,1577721600,1577980800
820001285,HR801,乌鲁木齐县,峰市,1577721600,1577980800
520001286,HK290,沈阳县,拉萨市,1577721600,1577980800
520001287,MU743,云市,淑兰市,1577721600,1577980800
820001288,WH562,楠县,军市,1577721600,1577980800
120001289,MD447,桂芝县,雪县,1577721600,1577980800
220001290,TV221,巢湖县,红市,1577721600,1577980800
720001291,HK500,玉英县,龙县,1577721600,1577980800
120001292,CA676,萍县,想县,1577721600,1577980800
420001293,SZ315,合肥县,兴安盟县,1577721600,1577980800
220001294,HR186,辽阳县,北镇县,1577721600,1577980800
220001295,MD996,哈尔滨市,南宁县,1577721600,1577980800
620001297,HK678,勇县,太原县,1577721600,1577980800
420001299,SZ805,琴市,小红县,1577721600,1577980800
820001300,TV842,斌县,潜江市,1577721600,1577980800
320001301,CJ733,东莞县,合山市,1577721600,1577980800
520001302,SZ043,乌鲁木齐市,长沙市,1577721600,1577980800
120001303,MU109,杭州市,阜新县,1577721600,1577980800
520001304,CZ710,龙市,慧县,1577721600,1577980800
820001305,HR868,北京县,拉萨县,1577721600,1577980800
120001306,MF913,重庆县,长沙市,1577721600,1577980800
820001307,MF231,淑兰市,齐齐哈尔市,1577721600,1577980800
420001308,HR706,玉英市,斌市,1577721600,1577980800
220001309,TV042,宁市,兴城市,1577721600,1577980800
920001310,WC266,惠州市,兰州市,1577721600,1577980800
720001311,WC916,瑞市,平县,1577721600,1577980800
920001312,MF734,健市,合肥县,1577721600,1577980800
820001313,WH901,台北市,秀梅市,1577721600,1577980800
620001314,3U288,齐齐哈尔市,太原县,1577721600,1577980800
220001315,MD214,兰英县,齐齐哈尔市,1577721600,1577980800
320001316,SZ414,福州县,建平市,1577721600,1577980800
620001317,HR734,淮安市,萍县,1577721600,1577980800
320001318,3U620,娟市,重庆县,1577721600,1577980800
620001319,MU493,帅县,丹丹市,1577721600,1577980800
420001321,MD411,兰州市,北镇县,1577721600,1577980800
920001322,3U029,亮县,东市,1577721600,1577980800
220001323,CA625,天津县,太原市,1577721600,1577980800
520001324,TV596,巢湖市,柳州县,1577721600,1577980800
420001325,WC870,冬梅县,佛山县,1577721600,1577980800
620001326,MU683,佛山县,六安县,1577721600,1577980800
920001327,HR603,海口市,红霞县,1577721600,1577980800
220001328,CJ930,东莞县,秀云县,1577721600,1577980800
920001329,MD297,桂花市,勇县,1577721600,1577980800
120001330,TV438,淮安县,长沙县,1577721600,1577980800
820001331,CJ782,佛山县,洁县,1577721600,1577980800
720001332,SC959,齐齐哈尔县,济南市,1577721600,1577980800
320001333,CA535,淮安市,哈尔滨县,1577721600,1577980800
220001334,MU073,沈阳县,冬梅市,1577721600,1577980800
220001335,CJ510,郑州市,沈阳市,1577721600,1577980800
320001336,CA198,桂兰县,拉萨市,1577721600,1577980800
620001337,CA616,桂兰县,沈阳市,1577721600,1577980800
820001338,SZ193,娟县,银川县,1577721600,1577980800
520001339,WH109,阳县,济南县,1577721600,1577980800
820001340,3U242,昆明市,莉市,1577721600,1577980800
420001342,TV833,宜都县,娟市,1577721600,1577980800
820001343,HK061,兵市,梧州市,1577721600,1577980800
620001345,CJ687,荆门县,婷婷县,1577721600,1577980800
620001346,MU262,玉英市,文县,1577721600,1577980800
720001347,SZ053,桂兰市,合肥市,1577721600,1577980800
620001348,WC441,济南市,天津县,1577721600,1577980800
620001349,CZ627,春梅县,建国市,1577721600,1577980800
620001350,SZ337,平市,北镇市,1577721600,1577980800
620001351,SZ781,秀芳市,南宁市,1577721600,1577980800
420001352,WC269,合山市,海口县,1577721600,1577980800
320001353,3U264,辽阳县,娜县,1577721600,1577980800
120001354,WC204,秀芳县,志强县,1577721600,1577980800
220001355,HK289,汕尾县,兰州市,1577721600,1577980800
920001356,MU441,惠州县,志强县,1577721600,1577980800
320001357,SC529,秀英市,雷市,1577721600,1577980800
920001358,HK072,长沙县,南京市,1577721600,1577980800
320001359,CA814,兴城县,春梅市,1577721600,1577980800
420001360,CA673,潮州县,香港市,1577721600,1577980800
320001361,CJ596,巢湖县,英市,1577721600,1577980800
520001362,3U844,巢湖市,淑兰县,1577721600,1577980800
320001363,HR940,马鞍山市,秀兰市,1577721600,1577980800
220001364,CJ286,宁县,建国市,1577721600,1577980800
420001365,3U378,东县,芳县,1577721600,1577980800
920001366,WH809,汕尾县,呼和浩特市,1577721600,1577980800
120001367,TV400,南宁县,梧州县,1577721600,1577980800
720001368,3U831,银川县,惠州县,1577721600,1577980800
620001369,CZ500,拉萨县,建国县,1577721600,1577980800
120001370,MF222,巢湖市,银川市,1577721600,1577980800
620001371,HK135,南京县,六盘水市,1577721600,1577980800
220001372,MF430,海门市,洋县,1577721600,1577980800
120001373,SC448,宇县,杭州市,1577721600,1577980800
920001374,CZ288,璐县,梅市,1577721600,1577980800
620001375,3U865,海燕市,梅市,1577721600,1577980800
520001376,3U299,潜江市,娟市,1577721600,1577980800
220001377,MD410,磊县,大冶市,1577721600,1577980800
920001378,CJ813,沈阳市,平县,1577721600,1577980800
220001379,CJ363,金凤市,辽阳县,1577721600,1577980800
320001380,TV910,秀兰市,淑兰市,1577721600,1577980800
520001381,TV690,宁市,建华县,1577721600,1577980800
520001382,SZ677,伟县,大冶县,1577721600,1577980800
520001383,MD653,秀梅县,亮县,1577721600,1577980800
520001384,SZ325,欣县,金凤市,1577721600,1577980800
920001385,MU887,成市,秀芳县,1577721600,1577980800
320001386,TV540,六盘水县,惠州市,1577721600,1577980800
320001387,MF892,涛县,邯郸县,1577721600,1577980800
320001388,3U147,宁德县,梧州市,1577721600,1577980800
720001389,SZ545,大冶县,汕尾市,1577721600,1577980800
220001390,TV220,玲县,六安市,1577721600,1577980800
720001391,MU195,兵市,玉珍县,1577721600,1577980800
320001392,TV096,哈尔滨市,林县,1577721600,1577980800
620001393,CZ447,沈阳市,健县,1577721600,1577980800
920001394,SZ855,成都县,桂花县,1577721600,1577980800
120001396,CA910,太原县,沈阳市,1577721600,1577980800
220001397,CA575,福州县,长沙县,1577721600,1577980800
620001398,SC401,瑞市,阳县,1577721600,1577980800
120001399,CZ274,淑兰县,玉华市,1577721600,1577980800
320001401,WH590,明县,石家庄市,1577721600,1577980800
320001402,WC215,婷婷市,博县,1577721600,1577980800
820001404,CZ298,潜江市,秀云县,1577721600,1577980800
520001405,MF547,杰市,春梅市,1577721600,1577980800
720001406,MD619,贵阳县,南昌市,1577721600,1577980800
920001407,MF866,龙县,永安县,1577721600,1577980800
120001408,MU144,婷县,拉萨县,1577721600,1577980800
220001409,CA629,南宁县,华县,1577721600,1577980800
820001410,SZ415,雪县,济南市,1577721600,1577980800
920001411,MF028,东莞县,璐县,1577721600,1577980800
620001412,MF665,太原县,关岭市,1577721600,1577980800
120001414,SC176,文县,桂荣市,1577721600,1577980800
720001415,MD122,太原县,静县,1577721600,1577980800
320001416,TV963,关岭市,南京县,1577721600,1577980800
720001417,CJ623,超县,丹丹县,1577721600,1577980800
720001418,WH913,昆明县,佳县,1577721600,1577980800
520001419,CJ976,建平县,太原市,1577721600,1577980800
120001420,HR947,东莞县,琴县,1577721600,1577980800
120001421,CZ772,龙市,丽娟市,1577721600,1577980800
820001422,SC380,兴城市,杭州市,1577721600,1577980800
820001423,3U135,淑兰市,平县,1577721600,1577980800
120001424,SZ764,关岭市,拉萨县,1577721600,1577980800
420001425,WC283,大冶县,石家庄县,1577721600,1577980800
620001426,CJ544,东莞市,波市,1577721600,1577980800
420001427,HK731,华县,秀兰县,1577721600,1577980800
520001429,SC857,玉市,丽娟县,1577721600,1577980800
220001430,MF085,燕县,兰州市,1577721600,1577980800
920001431,WH784,淑华市,深圳市,1577721600,1577980800
720001432,CJ690,鑫县,武汉市,1577721600,1577980800
920001433,MU786,丽华市,沈阳市,1577721600,1577980800
620001434,3U758,婷婷市,马鞍山县,1577721600,1577980800
820001437,3U517,巢湖市,六盘水县,1577721600,1577980800
620001439,HR961,柳市,深圳市,1577721600,1577980800
620001441,MU800,玉兰市,兴城市,1577721600,1577980800
620001442,TV177,哈尔滨市,勇市,1577721600,1577980800
620001443,MD723,凤英市,呼和浩特县,1577721600,1577980800
820001445,3U788,成都市,静县,1577721600,1577980800
820001446,HK195,哈尔滨县,贵阳县,1577721600,1577980800
920001447,SZ021,旭市,桂花市,1577721600,1577980800
520001448,HR255,俊市,桂花市,1577721600,1577980800
920001449,CZ366,萍县,通辽县,1577721600,1577980800
920001450,WC523,潮州市,娜县,1577721600,1577980800
620001451,CA606,兰英市,丹市,1577721600,1577980800
220001452,CZ139,杭州市,长沙市,1577721600,1577980800
920001453,WC597,艳市,北镇市,1577721600,1577980800
220001454,WC822,沈阳县,淑兰市,1577721600,1577980800
520001455,CA428,合山市,想市,1577721600,1577980800
720001456,SC162,澳门县,瑞县,1577721600,1577980800
420001457,TV045,欢县,兰州市,1577721600,1577980800
120001459,CA580,兴城县,昆明市,1577721600,1577980800
320001460,WC749,台北县,艳市,1577721600,1577980800
920001461,WC881,楠县,璐市,1577721600,1577980800
220001462,SZ678,健县,南昌县,1577721600,1577980800
820001463,HR560,通辽市,想市,1577721600,1577980800
120001464,CZ074,彬县,重庆市,1577721600,1577980800
620001465,SC478,芳县,婷县,1577721600,1577980800
320001466,SC409,关岭县,雪梅市,1577721600,1577980800
220001467,MU921,浩县,利县,1577721600,1577980800
120001468,3U329,宁德县,宜都市,1577721600,1577980800
320001469,CZ919,霞市,乌鲁木齐市,1577721600,1577980800
420001470,CJ270,昆明县,荣市,1577721600,1577980800
720001471,MU642,阜新县,齐齐哈尔市,1577721600,1577980800
920001472,WH977,张家港县,兰州市,1577721600,1577980800
920001473,CZ603,婷市,秀华市,1577721600,1577980800
220001474,WH469,梅县,辛集市,1577721600,1577980800
920001475,HK657,建市,天津县,1577721600,1577980800
120001476,CA880,彬县,荣县,1577721600,1577980800
720001477,MF925,洋市,畅市,1577721600,1577980800
920001478,CZ413,关岭市,杭州市,1577721600,1577980800
620001479,MU564,天津市,天津县,1577721600,1577980800
320001480,WC105,通辽县,磊县,1577721600,1577980800
620001481,MU364,鹏市,丽华市,1577721600,1577980800
720001482,MF707,沈阳县,玉梅市,1577721600,1577980800
520001483,3U197,璐县,云市,1577721600,1577980800
220001484,TV194,长春县,西宁县,1577721600,1577980800
720001485,3U513,桂花市,成都县,1577721600,1577980800
520001486,SZ168,秀荣市,佛山县,1577721600,1577980800
220001487,MD060,深圳市,天津县,1577721600,1577980800
820001488,WH924,峰市,健县,1577721600,1577980800
220001489,CJ556,杰市,雷县,1577721600,1577980800
420001490,MU072,北镇县,澳门市,1577721600,1577980800
320001491,HK137,天津市,昆明县,1577721600,1577980800
620001492,WC513,倩市,西安县,1577721600,1577980800
320001493,WC498,玉华市,北京县,1577721600,1577980800
420001494,CA313,北镇县,汕尾县,1577721600,1577980800
420001495,WC626,想市,宇市,1577721600,1577980800
120001496,CZ045,辽阳市,成县,1577721600,1577980800
120001497,CZ727,马鞍山市,雪市,1577721600,1577980800
420001498,MU060,昆明县,丽娟县,1577721600,1577980800
320001499,MD583,长沙县,淑珍县,1577721600,1577980800
620001500,MU313,想市,梧州县,1577721600,1577980800
320001501,TV709,小红县,东莞县,1577721600,1577980800
220001502,SC876,汕尾县,福州市,1577721600,1577980800
920001503,CJ936,柳州市,乌鲁木齐县,1577721600,1577980800
720001504,CZ206,嘉禾县,娜市,1577721600,1577980800
420001505,MU062,合肥市,哈尔滨县,1577721600,1577980800
720001506,SZ659,鑫县,贵阳市,1577721600,1577980800
620001507,SC811,春梅县,郑州市,1577721600,1577980800
420001508,TV383,健市,雷市,1577721600,1577980800
920001509,HK830,博县,燕市,1577721600,1577980800
520001510,MF635,莉县,晨市,1577721600,1577980800
620001511,CJ580,文县,梧州市,1577721600,1577980800
120001512,TV140,重庆县,六安县,1577721600,1577980800
420001514,3U594,天津县,慧市,1577721600,1577980800
720001515,WC301,丽县,英市,1577721600,1577980800
820001517,SZ619,邯郸市,桂兰县,1577721600,1577980800
920001518,CA516,梧州市,建军市,1577721600,1577980800
520001519,CA762,凤兰县,成都县,1577721600,1577980800
520001520,3U711,巢湖市,倩市,1577721600,1577980800
320001521,MD755,福州市,帅市,1577721600,1577980800
420001522,HR371,乌鲁木齐县,宁县,1577721600,1577980800
520001523,SZ240,巢湖市,邯郸市,1577721600,1577980800
520001525,MU589,金凤县,雪梅县,1577721600,1577980800
320001526,CZ524,台北市,洋市,1577721600,1577980800
620001527,MD185,长沙市,武汉县,1577721600,1577980800
720001528,WC674,玉梅县,惠州市,1577721600,1577980800
420001529,SC288,兰英县,雪梅市,1577721600,1577980800
720001530,3U224,想市,台北县,1577721600,1577980800
520001531,SZ945,潜江县,南宁市,1577721600,1577980800
420001533,MU845,东莞县,桂荣市,1577721600,1577980800
220001534,CZ144,海口县,静市,1577721600,1577980800
520001535,WH553,沈阳县,宜都县,1577721600,1577980800
920001536,SC251,东莞县,台北市,1577721600,1577980800
520001537,3U782,婷婷市,斌县,1577721600,1577980800
220001538,MF567,南昌县,福州市,1577721600,1577980800
920001539,CA504,丹丹市,贵阳县,1577721600,1577980800
820001540,MD324,邯郸县,林县,1577721600,1577980800
820001541,TV499,哈尔滨市,永安市,1577721600,1577980800
220001542,MF911,西宁市,颖市,1577721600,1577980800
720001543,SC050,贵阳县,成都市,1577721600,1577980800
620001544,HK399,天津市,广州市,1577721600,1577980800
920001545,WH699,贵阳县,宇县,1577721600,1577980800
220001546,SZ182,丹丹市,太原县,1577721600,1577980800
120001547,HK539,丹丹县,欢市,1577721600,1577980800
120001548,TV880,建县,邯郸市,1577721600,1577980800
720001549,HK276,海燕市,涛市,1577721600,1577980800
520001550,TV904,雷市,敏市,1577721600,1577980800
320001551,HR381,秀英县,贵阳县,1577721600,1577980800
520001552,3U211,齐齐哈尔市,凯县,1577721600,1577980800
720001553,MU802,成都市,宁德县,1577721600,1577980800
720001554,CA566,长沙县,重庆市,1577721600,1577980800
820001555,MD199,洁县,军县,1577721600,1577980800
720001556,WH438,长春县,潜江市,1577721600,1577980800
220001557,CA701,楠市,萍县,1577721600,1577980800
420001558,CA644,兰州县,拉萨市,1577721600,1577980800
420001559,HK312,梅市,海门市,1577721600,1577980800
720001560,SC682,马鞍山县,天津市,1577721600,1577980800
820001561,SZ535,合肥县,柳州县,1577721600,1577980800
820001562,CA632,深圳市,荆门市,1577721600,1577980800
620001563,MF032,淑英市,勇市,1577721600,1577980800
620001564,MD003,伟市,利市,1577721600,1577980800
720001565,SZ873,明县,佛山市,1577721600,1577980800
620001566,HR634,乌鲁木齐县,深圳县,1577721600,1577980800
220001567,WC512,石家庄市,海门市,1577721600,1577980800
220001568,HK555,健市,玉县,1577721600,1577980800
720001569,WC191,强市,秀兰县,1577721600,1577980800
320001570,WH439,武汉市,拉萨县,1577721600,1577980800
620001571,CZ387,西宁市,澳门县,1577721600,1577980800
720001572,WC152,桂珍县,龙县,1577721600,1577980800
820001573,MF397,太原县,深圳县,1577721600,1577980800
620001574,WH406,华市,琳县,1577721600,1577980800
620001575,MU464,西宁县,荆门县,1577721600,1577980800
520001576,HK806,上海县,晶县,1577721600,1577980800
120001577,CJ229,武汉市,秀英县,1577721600,1577980800
220001578,MU513,健县,嘉禾市,1577721600,1577980800
720001580,CA753,宜都市,济南市,1577721600,1577980800
220001581,3U228,玉珍县,昆明县,1577721600,1577980800
120001582,WC675,淑珍县,北京市,1577721600,1577980800
320001583,SZ313,刚县,峰县,1577721600,1577980800
620001584,WH939,刚市,永安市,1577721600,1577980800
120001585,MF897,东莞县,刚市,1577721600,1577980800
920001586,CJ866,东市,博市,1577721600,1577980800
120001587,HR974,丽丽市,南昌市,1577721600,1577980800
220001588,CA885,艳县,巢湖县,1577721600,1577980800
220001589,CZ776,海门县,俊县,1577721600,1577980800
420001590,CA494,欣市,杰市,1577721600,1577980800
520001591,WC274,建国县,秀华市,1577721600,1577980800
820001592,MU489,长沙县,阳市,1577721600,1577980800
920001594,SC457,玉市,波市,1577721600,1577980800
720001595,MD206,秀珍县,博县,1577721600,1577980800
320001596,SZ772,贵阳县,宇县,1577721600,1577980800
320001597,CA483,淑珍市,华县,1577721600,1577980800
720001598,MU367,莉县,海燕县,1577721600,1577980800
820001599,TV704,小红县,贵阳县,1577721600,1577980800
420001600,CA741,拉萨县,澳门县,1577721600,1577980800
820001601,3U917,太原市,合山县,1577721600,1577980800
520001602,WH354,军县,璐县,1577721600,1577980800
120001603,CA659,兰英市,斌市,1577721600,1577980800
420001604,SC186,香港县,桂芳县,1577721600,1577980800
520001605,MU850,武汉市,乌鲁木齐县,1577721600,1577980800
120001606,CZ823,张家港县,静县,1577721600,1577980800
420001607,MF126,西安县,北镇市,1577721600,1577980800
520001608,SZ146,建平县,畅县,1577721600,1577980800
620001609,CJ906,倩县,磊市,1577721600,1577980800
420001611,WH055,沈阳市,辉县,1577721600,1577980800
720001612,WC334,齐齐哈尔县,峰市,1577721600,1577980800
420001613,SZ666,东县,艳市,1577721600,1577980800
820001614,TV878,海口市,颖市,1577721600,1577980800
820001615,MF230,沈阳县,桂芝县,1577721600,1577980800
220001617,TV849,丹丹县,建华市,1577721600,1577980800
120001618,CZ748,哈尔滨县,鑫县,1577721600,1577980800
120001619,TV687,荆门市,凯市,1577721600,1577980800
820001622,3U400,婷婷市,上海县,1577721600,1577980800
720001623,MF634,张家港县,丹市,1577721600,1577980800
520001625,CA295,梧州市,深圳县,1577721600,1577980800
320001626,MD804,宜都市,梧州市,1577721600,1577980800
420001627,CA331,彬市,雪梅市,1577721600,1577980800
320001628,MF517,玉市,利市,1577721600,1577980800
420001629,MD767,婷婷市,桂芳市,1577721600,1577980800
820001630,CA047,兰州市,嘉禾市,1577721600,1577980800
120001631,HR473,济南市,丽丽县,1577721600,1577980800
320001632,MU866,淑珍县,娜市,1577721600,1577980800
520001633,HR068,军市,济南市,1577721600,1577980800
620001634,CZ708,雷市,玉县,1577721600,1577980800
220001635,SZ883,呼和浩特市,武汉市,1577721600,1577980800
420001636,SC796,秀云县,秀梅县,1577721600,1577980800
920001637,CA763,辽阳市,云县,1577721600,1577980800
920001638,TV088,杭州县,阜新县,1577721600,1577980800
420001639,SZ140,峰县,柳州县,1577721600,1577980800
920001640,SC137,龙市,玉兰市,1577721600,1577980800
720001641,CJ554,昆明县,雪梅市,1577721600,1577980800
220001642,MF730,六安县,杭州市,1577721600,1577980800
620001643,CA355,辽阳市,桂珍县,1577721600,1577980800
520001646,CJ506,天津市,平市,1577721600,1577980800
320001647,MU376,广州县,马鞍山市,1577721600,1577980800
220001648,SZ864,呼和浩特市,亮市,1577721600,1577980800
120001649,MU651,龙市,丽县,1577721600,1577980800
720001651,MU888,贵阳县,宜都县,1577721600,1577980800
520001652,WC166,汕尾县,娜市,1577721600,1577980800
320001653,TV789,柳州市,凤英县,1577721600,1577980800
820001655,WC158,通辽县,岩市,1577721600,1577980800
220001656,3U022,兴城县,秀梅市,1577721600,1577980800
220001657,HR328,东莞市,南昌市,1577721600,1577980800
420001658,CJ945,拉萨县,兰州市,1577721600,1577980800
920001659,SC310,成都县,秀华县,1577721600,1577980800
420001661,HR081,银川市,春梅县,1577721600,1577980800
920001663,WC824,红霞县,关岭市,1577721600,1577980800
120001664,HR935,海口县,兰英县,1577721600,1577980800
320001665,TV844,福州市,深圳市,1577721600,1577980800
520001666,HR567,瑞县,惠州县,1577721600,1577980800
620001668,MF041,郑州市,浩市,1577721600,1577980800
320001669,CJ725,沈阳县,宁德市,1577721600,1577980800
420001670,3U977,丽市,婷婷市,1577721600,1577980800
220001671,HR096,颖县,张家港市,1577721600,1577980800
720001672,CA965,南京市,璐县,1577721600,1577980800
520001673,HR828,福州县,福州市,1577721600,1577980800
220001674,HK068,东莞市,峰市,1577721600,1577980800
320001676,WH637,文县,深圳市,1577721600,1577980800
520001677,CZ873,宇市,拉萨县,1577721600,1577980800
320001679,WC724,峰县,六盘水市,1577721600,1577980800
420001680,MF509,佛山县,沈阳县,1577721600,1577980800
520001681,3U825,六盘水市,凯市,1577721600,1577980800
720001682,WC225,兰英市,洁县,1577721600,1577980800
720001683,3U201,桂珍县,张家港县,1577721600,1577980800
820001684,MU282,雪梅县,玉兰市,1577721600,1577980800
620001686,MU177,北镇县,梧州市,1577721600,1577980800
920001687,MF268,桂英市,广州县,1577721600,1577980800
920001689,HK370,合山市,建县,1577721600,1577980800
420001690,WH123,楠县,邯郸市,1577721600,1577980800
420001691,SZ130,秀兰市,六安市,1577721600,1577980800
120001692,CJ696,潜江县,兰英县,1577721600,1577980800
520001694,HR382,秀珍县,东莞市,1577721600,1577980800
920001695,CJ750,红县,桂香县,1577721600,1577980800
920001696,CJ886,南昌县,银川县,1577721600,1577980800
420001697,TV561,强县,北镇县,1577721600,1577980800
520001698,HR921,琳市,六盘水县,1577721600,1577980800
220001699,SZ966,博市,强县,1577721600,1577980800
620001700,HK763,婷市,丽华市,1577721600,1577980800
120001701,WC350,淑珍市,海门县,1577721600,1577980800
820001702,MD036,明县,秀珍市,1577721600,1577980800
720001703,MU894,哈尔滨市,潜江市,1577721600,1577980800
220001704,HR461,巢湖县,波市,1577721600,1577980800
